DIV,WD,County,State,Station Name,DWR Abbrev,USGS Station ID,Data Source,Status,POR Start,POR End,UTM X,UTM Y,Location Accuracy,More Information,Location
5,38,PITKIN,CO,"ROARING FORK RIVER AB DIFFICULT C NR ASPEN, CO.",ROADIFCO,09073300,USGS,Active,1979,2023,346669.1,4333933.6,User supplied,https://dwr.state.co.us/Tools/Stations/ROADIFCO,"(39.14111, -106.774216)"
6,43,RIO BLANCO,CO,"NORTH FORK WHITE RIVER NEAR BUFORD, CO.",NOFWHICO,09302800,USGS,Historic,1903,1973,284916.7,4434745.8,User supplied,https://dwr.state.co.us/Tools/Stations/NOFWHICO,"(40.035541, -107.520901)"
1,5,BOULDER,CO,SOUTH FLAT DITCH,SFLDITCO,,SLWCD,Active,2010,2023,486302,4446749,User supplied,https://dwr.state.co.us/Tools/Stations/SFLDITCO,"(40.171004, -105.160886)"
3,20,ELBERT,NM,RIO CHAMA ABOVE ABIQUIU DAM,RCHAABNM,08286500,USGS,Active,1961,2023,356414.9,4020498.6,User supplied,https://dwr.state.co.us/Tools/Stations/RCHAABNM,"(36.318822, -106.599531)"
4,62,,CO,"HENSON CREEK AT LAKE CITY, CO",HENSLCCO,09124010,USGS,Active,2019,2022,296692.6,4211198.8,Digitized off map,https://dwr.state.co.us/Tools/Stations/HENSLCCO,"(38.025708, -107.316305)"
2,79,HUERFANO,CO,"HUERFANO R AT MANZANARES XING, NR REDWING, CO.",HURREDCO,07111000,DWR,Active,1923,2023,468816.3,4175663,User supplied,https://dwr.state.co.us/Tools/Stations/HURREDCO,"(37.727712, -105.353887)"
1,4,BOULDER,CO,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,,DWR,Active,1961,2023,482449.4,4456418,User supplied,https://dwr.state.co.us/Tools/Stations/LTCANYCO,"(40.258045, -105.206401)"
6,58,ROUTT,CO,"SPRING CREEK NEAR STEAMBOAT SPRINGS, CO.",SPRINSCO,09239400,USGS,Historic,1965,1972,347008.4,4484077.5,User supplied,https://dwr.state.co.us/Tools/Stations/SPRINSCO,"(40.49332, -106.805343)"
1,2,WELD,CO,MEADOW ISLAND NO 1 DITCH,MEDIS1CO,,NCSDR,Active,2008,2023,513752,4442900,User supplied,https://dwr.state.co.us/Tools/Stations/MEDIS1CO,"(40.136326, -104.838582)"
7,33,LA PLATA,CO,HAY GULCH ABOVE RED MESA RESERVOIR,HAYREDCO,,DWR,Active,1991,2023,221520,4119111,User supplied,https://dwr.state.co.us/Tools/Stations/HAYREDCO,"(37.176954, -108.136699)"
5,37,EAGLE,CO,"HOMESTAKE CREEK AT GOLD PARK, CO.",HOMGOLCO,09064000,USGS,Active,1947,2023,376591.7,4362761.7,User supplied,https://dwr.state.co.us/Tools/Stations/HOMGOLCO,"(39.405552, -106.43337)"
1,6,,CO,BASELINE RESERVOIR OUTLET,BASOUTCO,,DWR,Active,2022,2022,483110,4427620,GPS,https://dwr.state.co.us/Tools/Stations/BASOUTCO,"(39.998601, -105.197875)"
1,7,JEFFERSON,CO,KERSHAW DITCH RETURN TO CLEAR CREEK,KERRTNCO,,DWR,Active,2015,2023,496344,4405215,Digitized off map,https://dwr.state.co.us/Tools/Stations/KERRTNCO,"(39.796894, -105.042714)"
,99,,NE,"NORTH PLATTE RIVER AT NORTH PLATTE, NEBR.",,06693000,USGS,Historic,1930,1994,855897,4564517.2,User supplied,https://dwr.state.co.us/Tools/Stations/2735,"(41.153889, -100.758889)"
2,11,CHAFFEE,CO,"HOMESTAKE-OTERO PUMPS NEAR GRANITE, CO",HOMOTECO,,DWR,Historic,1970,1982,396217.8,4312833.9,User supplied,https://dwr.state.co.us/Tools/Stations/HOMOTECO,"(38.958331, -106.19781)"
3,25,SAGUACHE,CO,"SAN LUIS CREEK NEAR PONCHA PASS, CO.",SANPONCO,08224110,USGS,Historic,1979,1985,407083.9,4251411.3,User supplied,https://dwr.state.co.us/Tools/Stations/SANPONCO,"(38.406112, -106.064192)"
1,4,LARIMER,CO,ALVA B. ADAMS TUNNEL AT EAST PORTAL NEAR ESTES PARK,ADATUNCO,09013000,NWBOR,Active,1947,2023,450867.5,4464278.5,User supplied,https://dwr.state.co.us/Tools/Stations/ADATUNCO,"(40.327596, -105.57837)"
3,20,RIO GRANDE,CO,"PINOS CREEK NEAR DEL NORTE, CO.",PINDELCO,08220500,DWR,Active,1919,2023,372001.3,4161421.5,User supplied,https://dwr.state.co.us/Tools/Stations/PINDELCO,"(37.590977, -106.449846)"
5,38,PITKIN,CO,"ROCKY FORK CREEK NEAR MEREDITH, CO.",RFCMERCO,09080300,BOR,Active,1968,2023,343155.4,4358477.5,User supplied,https://dwr.state.co.us/Tools/Stations/RFCMERCO,"(39.361538, -106.820567)"
1,7,CLEAR CREEK,CO,STRAIGHT CR. TUNNEL AT EAST PORTAL OF EISENHOWER,STCTUNCO,,DWR,Active,1994,2023,422549,4392540,Digitized off map,https://dwr.state.co.us/Tools/Stations/STCTUNCO,"(39.679186, -105.90314)"
1,23,PARK,CO,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,RCKTARCO,,AURO,Active,1994,2022,439902.1,4349676.5,User supplied,https://dwr.state.co.us/Tools/Stations/RCKTARCO,"(39.294381, -105.696942)"
6,47,JACKSON,CO,"MICHIGAN RIVER NEAR GOULD, COLORADO",MICGOUCO,,DWR,Historic,1987,1997,410376.8,4492424.4,User supplied,https://dwr.state.co.us/Tools/Stations/MICGOUCO,"(40.577758, -106.058925)"
2,15,PUEBLO,CO,"GRANEROS CREEK NEAR RYE, CO",GRANERCO,07108100,USGS,Historic,1998,2001,506520.3,4196171.9,User supplied,https://dwr.state.co.us/Tools/Stations/GRANERCO,"(37.913071, -104.925835)"
5,72,MESA,CO,"SALT CREEK NEAR MACK, CO.",SALTMACO,09163492,USGS,Active,2021,2023,163910.3,4348599.2,User supplied,https://dwr.state.co.us/Tools/Stations/SALTMACO,"(39.221651, -108.892898)"
5,51,,CO,"TRAIL CREEK NEAR TABERNASH, CO",,09032400,USGS,Historic,2019,2022,433393,4431202.4,User supplied,https://dwr.state.co.us/Tools/Stations/9378,"(40.028414, -105.780639)"
2,10,EL PASO,CO,"WEST MONUMENT CR AT MOUTH AT USAF ACADEMY, CO",,07103930,USGS,Historic,2000,2003,514247.7,4312227.3,GPS,https://dwr.state.co.us/Tools/Stations/2433,"(38.958892, -104.835563)"
1,2,ADAMS,CO,"PEORIA INTERCEPT BL 56TH AV, AT ROCKY MTN ARS, CO",RMAPEOCO,06720280,USGS,Historic,1991,2010,511844.7,4405443.8,User supplied,https://dwr.state.co.us/Tools/Stations/RMAPEOCO,"(39.798883, -104.861649)"
3,25,SAGUACHE,CO,MAJOR CREEK NEAR VILLA GROVE,MAJVILCO,,DWR,Active,1999,2023,429070.8,4223586,User supplied,https://dwr.state.co.us/Tools/Stations/MAJVILCO,"(38.157382, -105.809609)"
2,17,CROWLEY,CO,SUGAR CITY FLUME SUGAR CITY,SUGARCCO,,COSP,Active,1989,2023,608734,4235704,User supplied,https://dwr.state.co.us/Tools/Stations/SUGARCCO,"(38.262804, -103.757118)"
5,53,,CO,"GRIZZLY CREEK NR GRIZZLY LAKE NR GLENWOOD SPGS, CO",,09071295,USGS,Historic,2022,2022,301338.5,4398985.1,User supplied,https://dwr.state.co.us/Tools/Stations/10778,"(39.717628, -107.317719)"
5,72,MESA,CO,"GOVERNMENT HIGHLINE CANAL NEAR CAMEO, CO",GHICANCO,,DWR,Active,1986,2023,214866.1,4341176,User supplied,https://dwr.state.co.us/Tools/Stations/GHICANCO,"(39.173099, -108.30055)"
1,7,JEFFERSON,CO,COORS B7 LAKE FROM WANNAMAKER DITCH,COOB7LCO,,DWR,Active,2016,2023,484138,4402529,Digitized off map,https://dwr.state.co.us/Tools/Stations/COOB7LCO,"(39.772553, -105.185222)"
2,67,,CO,PLEASANT VALLEY INLET,PLEVINCO,,DWR,Active,2021,2023,705786,4221667,Digitized off map,https://dwr.state.co.us/Tools/Stations/PLEVINCO,"(38.119415, -102.65248)"
1,4,LARIMER,CO,RYANS GULCH EXCHANGE DITCH,RYADITCO,,NWSDR,Active,2010,2023,490562,4471390,User supplied,https://dwr.state.co.us/Tools/Stations/RYADITCO,"(40.393062, -105.111218)"
,99,,AZ,COLORADO RIVER AT NIB,,09522000,USGS,Historic,1950,2023,-412587.2,3662179.8,User supplied,https://dwr.state.co.us/Tools/Stations/1935,"(32.718659, -114.718844)"
1,4,LARIMER,CO,OLYMPUS TUNNEL (ESTES FOOTHILLS CANAL),OLYTUNCO,06734900,NWBOR,Active,1953,2023,459774,4469355.5,User supplied,https://dwr.state.co.us/Tools/Stations/OLYTUNCO,"(40.37382, -105.473856)"
6,43,RIO BLANCO,CO,"WHITE RIV AB CROOKED WASH NR WHITE RIVER CITY, CO",WHICROCO,09306224,USGS,Active,1982,2011,215122.2,4451160,GPS,https://dwr.state.co.us/Tools/Stations/WHICROCO,"(40.162506, -108.345014)"
1,5,BOULDER,CO,"SAINT VRAIN CREEK NEAR HYGIENE, CO",SVCHYGCO,,DWR,Historic,2005,2014,481441.2,4449978,,https://dwr.state.co.us/Tools/Stations/SVCHYGCO,"(40.200002, -105.218069)"
4,62,HINSDALE,CO,"LAKE FORK BLW LAKE SAN CRISTOBAL NR LAKE CITY, CO",,09123450,USGS,Historic,2012,2023,298704,4206559,User supplied,https://dwr.state.co.us/Tools/Stations/3933,"(37.98437, -107.292109)"
2,10,EL PASO,CO,"WOMACK DITCH FROM L. FOUNTAIN CR NR FT. CARSON, CO",WOMDITCO,384048104504901,USGS,Active,1998,2023,513218.4,4281277.1,User supplied,https://dwr.state.co.us/Tools/Stations/WOMDITCO,"(38.679999, -104.848045)"
6,58,,CO,"BEAR RIVER AT CR7 NEAR YAMPA, CO",BERCR7CO,,DWR,Active,2019,2023,336134.8,4443495.5,,https://dwr.state.co.us/Tools/Stations/BERCR7CO,"(40.125836, -106.923183)"
1,9,,CO,SODA LAKES INFLOW,SODAINCO,,DWR,Active,2020,2023,484718,4388835,Digitized off map,https://dwr.state.co.us/Tools/Stations/SODAINCO,"(39.649178, -105.178133)"
6,58,ROUTT,CO,"YAMPA RIVER NEAR YAMPA, CO",YAMYAMCO,,DWR,Historic,1942,1944,329388.9,4437072.6,User supplied,https://dwr.state.co.us/Tools/Stations/YAMYAMCO,"(40.066661, -107.000617)"
1,6,BOULDER,CO,"FOURMILE CANYON CREEK NEAR SUNSHINE, CO",,06730160,USGS,Historic,2012,2022,470253.4,4434209.7,GPS,https://dwr.state.co.us/Tools/Stations/3748,"(40.057619, -105.348793)"
2,14,,CO,EXCELSIOR AUG STATION,1400625A,,DWR,Active,2022,2023,548516.9,4235937.3,GPS,https://dwr.state.co.us/Tools/Stations/1400625A,"(38.270172, -104.44536)"
1,5,BOULDER,CO,BEAVER CREEK ABOVE BEAVER CREEK RESERVOIR,BEAVERCO,,DWR,Historic,1992,2008,455499,4440834.9,User supplied,https://dwr.state.co.us/Tools/Stations/BEAVERCO,"(40.116656, -105.522234)"
6,44,MOFFAT,CO,"TAYLOR CREEK AT MOUTH NEAR AXIAL, CO.",TAYLAXCO,09250510,USGS,Historic,1975,1992,262090.6,4466294.3,User supplied,https://dwr.state.co.us/Tools/Stations/TAYLAXCO,"(40.313309, -107.799801)"
3,20,MINERAL,CO,"GOOSE CREEK NEAR WAGONWHEEL GAP, CO",GOOAAGCO,08218000,USGS,Historic,1924,1952,337347.1,4172787.6,User supplied,https://dwr.state.co.us/Tools/Stations/GOOAAGCO,"(37.687898, -106.844734)"
1,3,LARIMER,CO,"CACHE LA POUDRE RIVER AB CHAMBERS LK OUTLET, CO.",CLACHACO,06745000,USGS,Historic,1929,1931,431712.8,4498458.6,User supplied,https://dwr.state.co.us/Tools/Stations/CLACHACO,"(40.634157, -105.807517)"
5,53,GARFIELD,CO,"COLORADO RIVER AT GLENWOOD SPRINGS, CO.",COLAGSCO,09072500,USGS,Historic,1899,1966,300584.9,4380384,User supplied,https://dwr.state.co.us/Tools/Stations/COLAGSCO,"(39.549987, -107.320898)"
1,3,LARIMER,CO,OGILVY DITCH,OGIDITCO,,NWSDR,Active,2013,2023,528978.5,4474914,User supplied,https://dwr.state.co.us/Tools/Stations/OGIDITCO,"(40.42436, -104.658405)"
5,38,PITKIN,CO,"CHAPMAN GULCH NEAR NAST, CO.",CHAGULCO,09077945,BOR,Active,1972,2023,359183.2,4347396,User supplied,https://dwr.state.co.us/Tools/Stations/CHAGULCO,"(39.264481, -106.632277)"
1,64,LOGAN,CO,"SPRINGDALE DITCH RETURN TO SOUTH PLATTE RIVER AT ATWOOD, CO",SPRRETCO,,DWR,Historic,2009,2010,646920,4489619,,https://dwr.state.co.us/Tools/Stations/SPRRETCO,"(40.544313, -103.26501)"
1,8,ARAPAHOE,CO,"SOUTH PLATTE RIVER AT ENGLEWOOD, CO.",PLAENGCO,06711565,USGS,Active,1983,2023,499644.1,4390575.1,User supplied,https://dwr.state.co.us/Tools/Stations/PLAENGCO,"(39.664992, -105.00416)"
3,20,SAGUACHE,CO,LACY AUG PLAN,2007039A,,DWR,Historic,2011,2013,387655.1,4178859.4,,https://dwr.state.co.us/Tools/Stations/2007039A,"(37.750149, -106.275264)"
4,60,SAN MIGUEL,CO,"WEST NATURITA C AT UPPER STA, NEAR NORWOOD, CO.",WENATSCO,09174700,USGS,Historic,1975,1980,206695.7,4201171.1,User supplied,https://dwr.state.co.us/Tools/Stations/WENATSCO,"(37.91083, -108.336202)"
2,10,PUEBLO,CO,"FOUNTAIN CREEK ABOVE YOUNG HOLLOW NEAR WIGWAM, CO",FOUYOUCO,07106200,USGS,Historic,2013,2014,534316.2,4261616.4,GPS,https://dwr.state.co.us/Tools/Stations/FOUYOUCO,"(38.502252, -104.606457)"
5,38,PITKIN,CO,"CUNNINGHAM CREEK FEEDER CANAL NEAR NORRIE, CO.",CUNFENCO,09078140,USGS,Historic,1979,1983,367061.6,4355270.9,User supplied,https://dwr.state.co.us/Tools/Stations/CUNFENCO,"(39.33666, -106.542537)"
1,4,LARIMER,CO,CULVER DITCH,CULDITCO,,NWSDR,Active,2011,2023,483115,4456726,User supplied,https://dwr.state.co.us/Tools/Stations/CULDITCO,"(40.260833, -105.198578)"
4,40,DELTA,CO,"TRANSFER DITCH NEAR ECKERT, CO",TRADITCO,384945107553401,DWR,Active,2019,2023,245977,4301883,GPS,https://dwr.state.co.us/Tools/Stations/TRADITCO,"(38.829123, -107.92628)"
7,29,ARCHULETA,CO,"TURKEY CREEK NEAR PAGOSA SPRINGS, CO.",TURKPACO,09342000,USGS,Historic,1937,1949,328188.2,4137624.1,User supplied,https://dwr.state.co.us/Tools/Stations/TURKPACO,"(37.369455, -106.940331)"
2,14,PUEBLO,CO,"CHICO CR NEAR PUEBLO CHEMICAL DEPOT, CO",CHICRECO,07110400,USGS,Historic,1997,1999,553465.6,4246059.5,User supplied,https://dwr.state.co.us/Tools/Stations/CHICRECO,"(38.361122, -104.388029)"
1,7,JEFFERSON,CO,WANNAMAKER DITCH,WANDITCO,0700698,DWR,Active,2015,2023,482425,4401804,GPS,https://dwr.state.co.us/Tools/Stations/WANDITCO,"(39.765987, -105.205205)"
1,7,,CO,ARVADA RALSTON CREEK BYPASS,ARVRDBCO,,DWR,Active,2022,2023,489393,4408003,GPS,https://dwr.state.co.us/Tools/Stations/ARVRDBCO,"(39.821956, -105.123951)"
1,3,WELD,CO,GREELEY WASTEWATER PLANT EFFLUENT,GREWASCO,,DWR,Active,2002,2023,527369.2,4474767.5,User supplied,https://dwr.state.co.us/Tools/Stations/GREWASCO,"(40.423099, -104.677379)"
3,35,SAGUACHE,CO,SAND CREEK AT GREAT SAND DUNES NATIONAL PARK,SANDUNCO,,DWR,Active,1992,2023,447760.4,4187088.6,User supplied,https://dwr.state.co.us/Tools/Stations/SANDUNCO,"(37.829732, -105.593644)"
1,64,LOGAN,CO,SCHNEIDER DITCH,SDRDITCO,,LPWCD,Active,2007,2023,643133.2,4484571.5,User supplied,https://dwr.state.co.us/Tools/Stations/SDRDITCO,"(40.499527, -103.310854)"
1,7,CLEAR CREEK,CO,JONES PASS DELIVERY TO WEST FORK OF CLEAR CREEK,GUMCLRCO,,DWR,Active,2005,2023,427320.8,4402666.6,,https://dwr.state.co.us/Tools/Stations/GUMCLRCO,"(39.770842, -105.848619)"
1,8,DENVER,CO,"LAKEWOOD GULCH AT DENVER, CO",,06711780,USGS,Historic,2013,2022,497313,4398367,User supplied,https://dwr.state.co.us/Tools/Stations/5787,"(39.735196, -105.031368)"
2,14,PUEBLO,CO,"ARKANSAS RIVER AT NEPESTA, CO.",ARKANECO,07117500,USGS,Historic,1914,1936,575398.7,4226014,User supplied,https://dwr.state.co.us/Tools/Stations/ARKANECO,"(38.178899, -104.139137)"
2,15,PUEBLO,CO,"ST. CHARLES RIVER NEAR VINELAND, CO.",STCVINCO,07108800,USGS,Historic,1968,1974,543862.9,4231114.5,User supplied,https://dwr.state.co.us/Tools/Stations/STCVINCO,"(38.226949, -104.498869)"
1,2,,CO,FORD SEEP DITCH,FRDSEPCO,,DWR,Active,2019,2023,507299,4414605,Digitized off map,https://dwr.state.co.us/Tools/Stations/FRDSEPCO,"(39.881475, -104.914649)"
1,2,WELD,CO,WESTERN TAIL DITCH,WSTRTLCO,,NWSDR,Active,2016,2023,526576,4465833,GPS,https://dwr.state.co.us/Tools/Stations/WSTRTLCO,"(40.342628, -104.6871)"
7,34,MONTEZUMA,CO,"EAST MANCOS RIVER NEAR MANCOS, CO.",EASMANCO,09369000,USGS,Historic,1937,1951,213836.5,4140850.3,User supplied,https://dwr.state.co.us/Tools/Stations/EASMANCO,"(37.370276, -108.231485)"
2,14,PUEBLO,CO,"SIXMILE CREEK NEAR AVONDALE, CO.",SIXAVOCO,07110000,USGS,Historic,1941,1946,553039.3,4233326.8,User supplied,https://dwr.state.co.us/Tools/Stations/SIXAVOCO,"(38.246398, -104.393872)"
2,19,LAS ANIMAS,CO,"LOCKWOOD CANYON CREEK NEAR THATCHER, CO",LOCTHACO,07126390,USGS,Active,1983,2020,603604,4150186.7,User supplied,https://dwr.state.co.us/Tools/Stations/LOCTHACO,"(37.492801, -103.828021)"
2,67,PROWERS,CO,FORT BENT DITCH,FTBDITCO,,DWR,Active,2008,2023,689646.9,4216260.5,User supplied,https://dwr.state.co.us/Tools/Stations/FTBDITCO,"(38.074252, -102.837897)"
2,17,BENT,CO,CONSOLIDATED DITCH NEAR RIVERDALE,CONDITCO,,DWR,Active,1996,2023,646089,4213439,User supplied,https://dwr.state.co.us/Tools/Stations/CONDITCO,"(38.056924, -103.334844)"
6,58,ROUTT,CO,"YAMPA RIVER ABOVE ELKHEAD CREEK NEAR HAYDEN, CO",YAMELKCO,09244490,USGS,Active,2004,2023,296772.9,4488010,User supplied,https://dwr.state.co.us/Tools/Stations/YAMELKCO,"(40.517937, -107.398955)"
1,6,,CO,EAST BOULDER DITCH,EABDITCO,,DWR,Active,2020,2023,481697,4427494,Digitized off map,https://dwr.state.co.us/Tools/Stations/EABDITCO,"(39.997437, -105.214424)"
1,4,LARIMER,CO,WIND RIVER BYPASS,WINBYPCO,,NWBOR,Active,2000,2022,451014.2,4464338.5,User supplied,https://dwr.state.co.us/Tools/Stations/WINBYPCO,"(40.328145, -105.576656)"
6,58,ROUTT,CO,"ELK RIVER AT HINMAN PARK, CO.",ELKHINCO,09240500,USGS,Historic,1913,1918,347207.4,4513194.7,User supplied,https://dwr.state.co.us/Tools/Stations/ELKHINCO,"(40.755536, -106.810062)"
1,7,CLEAR CREEK,CO,"WEST FORK CLEAR CREEK ABV MOUTH NR EMPIRE, CO",WFCEMPCO,06716100,USGS,Active,1994,2023,443464.4,4401203.6,User supplied,https://dwr.state.co.us/Tools/Stations/WFCEMPCO,"(39.758886, -105.660019)"
3,24,,NM,"COSTILLA CREEK BELOW COSTILLA DAM, NM.",COSBELNM,08254000,USGS,Active,1937,2023,474718.4,4080800,User supplied,https://dwr.state.co.us/Tools/Stations/COSBELNM,"(36.872806, -105.283667)"
5,53,ROUTT,CO,"EGERIA CREEK NEAR TOPONAS, CO.",,09060700,USGS,Historic,1965,1973,340839.8,4434942.2,User supplied,https://dwr.state.co.us/Tools/Stations/530,"(40.049712, -106.865887)"
1,4,LARIMER,CO,ROCKWELL DITCH,RCWDITCO,,NWSDR,Active,2011,2023,494907,4460502,User supplied,https://dwr.state.co.us/Tools/Stations/RCWDITCO,"(40.295007, -105.059934)"
4,60,MONTROSE,CO,"HORSEFLY CREEK NEAR SAMS, CO.",HORSAMCO,09173500,USGS,Historic,1942,1951,232268.2,4232856.5,User supplied,https://dwr.state.co.us/Tools/Stations/HORSAMCO,"(38.203879, -108.057584)"
4,59,GUNNISON,CO,"OHIO CREEK NEAR BALDWIN, CO.",OHIBALCO,09113500,USGS,Active,1940,2022,326226.1,4285627.3,User supplied,https://dwr.state.co.us/Tools/Stations/OHIBALCO,"(38.702219, -106.998391)"
4,62,MONTROSE,CO,"CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON, CO",CIMSQWCO,09127000,USGS,Active,1942,2023,277009.8,4258499.1,User supplied,https://dwr.state.co.us/Tools/Stations/CIMSQWCO,"(38.446948, -107.55523)"
1,3,LARIMER,CO,PLEASANT VALLEY LAKE CNL,PVLCANCO,,NWSDR,Active,2015,2023,482750,4500980,User supplied,https://dwr.state.co.us/Tools/Stations/PVLCANCO,"(40.659511, -105.204073)"
1,5,BOULDER,CO,TOWN OF LYON'S DIVERSION,LYODIVCO,,DWR,Historic,1997,2008,474438.3,4455393,User supplied,https://dwr.state.co.us/Tools/Stations/LYODIVCO,"(40.248604, -105.300565)"
4,28,GUNNISON,CO,"TOMICHI CREEK AT GUNNISON, CO",TOMGUNCO,09119000,USGS,Active,1937,2023,330794.6,4265421.2,User supplied,https://dwr.state.co.us/Tools/Stations/TOMGUNCO,"(38.521115, -106.940965)"
5,72,MESA,CO,"EAST SALT CREEK NEAR MACK, CO.",EASALCCO,09163310,USGS,Historic,1973,1982,166524.2,4356891,User supplied,https://dwr.state.co.us/Tools/Stations/EASALCCO,"(39.297207, -108.866785)"
,99,,UT,COLORADO RIVER PLUS GREEN RIVER (TEMP),,09315005,USGS,Historic,1927,1983,53708.6,4327904.5,User supplied,https://dwr.state.co.us/Tools/Stations/1903,"(38.986361, -110.151525)"
5,51,GRAND,CO,"FRASER RIVER AT WINTER PARK, CO.",FRAWINCO,09024000,USGS,Active,1910,2023,433606.3,4416945.5,User supplied,https://dwr.state.co.us/Tools/Stations/FRAWINCO,"(39.899998, -105.776689)"
1,23,PARK,CO,"MIDDLE FORK SOUTH PLATTE RIVER NR HARTSEL, CO.",MIFHARCO,06694100,USGS,Historic,1978,1980,434329.9,4319515.5,User supplied,https://dwr.state.co.us/Tools/Stations/MIFHARCO,"(39.022225, -105.758629)"
2,13,,CO,W A BELL DITCH NO 3,BELLN3CO,,DWR,Active,2017,2023,454749,4219560,,https://dwr.state.co.us/Tools/Stations/BELLN3CO,"(38.122753, -105.516273)"
4,60,SAN MIGUEL,CO,TROUT LAKE DOWN VALUE,TROUTDWN,,DWR,Active,2009,2019,245908,4190924,User supplied,https://dwr.state.co.us/Tools/Stations/TROUTDWN,"(37.830387, -107.887142)"
1,2,WELD,CO,EVANS #2 DITCH,EVANS2CO,,DWR,Active,1925,2023,515766.5,4442139,User supplied,https://dwr.state.co.us/Tools/Stations/EVANS2CO,"(40.129434, -104.81496)"
6,54,ROUTT,CO,"SF LITTLE SNAKE RIVER NEAR BATTLE CREEK, CO.",SOFLISCO,09252500,USGS,Historic,1913,1920,327497.2,4538156.7,User supplied,https://dwr.state.co.us/Tools/Stations/SOFLISCO,"(40.976364, -107.050344)"
7,30,CLEAR CREEK,CO,ELBERT CREEK BELOW CASCADE RESERVOIR,ELBCASCO,,DWR,Active,2000,2023,252247,4158969,GPS,https://dwr.state.co.us/Tools/Stations/ELBCASCO,"(37.544455, -107.804333)"
7,30,LA PLATA,CO,"FLORIDA RIVER BELOW LEMON RESERVOIR NR DURANGO, CO",FLOHERCO,09362900,USGS,Historic,1955,1963,264328.6,4140260.8,GPS,https://dwr.state.co.us/Tools/Stations/FLOHERCO,"(37.379177, -107.661734)"
5,72,MESA,CO,"BULL CREEK AT UPPER STATION, NEAR MOLINA, CO.",BULAUPCO,09101500,USGS,Historic,1945,1953,237547.6,4334140.5,User supplied,https://dwr.state.co.us/Tools/Stations/BULAUPCO,"(39.116925, -108.035633)"
1,4,LARIMER,CO,BARNES DITCH DIVERSION,BARDITCO,,NCSDR,Active,2008,2023,488024,4472773,User supplied,https://dwr.state.co.us/Tools/Stations/BARDITCO,"(40.405489, -105.141149)"
6,44,ROUTT,CO,"ELKHEAD CREEK NEAR CLARK, CO.",ELKHEACO,09244500,USGS,Historic,1942,1973,316798.5,4511292.5,User supplied,https://dwr.state.co.us/Tools/Stations/ELKHEACO,"(40.732195, -107.169518)"
2,79,,CO,SPANISH PEAKS FARM HEADGATE,SPJVHGCO,,DWR,Active,2018,2023,502827,4177104,GPS,https://dwr.state.co.us/Tools/Stations/SPJVHGCO,"(37.741227, -104.967923)"
5,38,PITKIN,CO,"SOUTH FORK FRYINGPAN RIVER NEAR NORRIE, CO.",SOFRINCO,09077900,USGS,Historic,1963,1967,360384.7,4351532.8,User supplied,https://dwr.state.co.us/Tools/Stations/SOFRINCO,"(39.301939, -106.619208)"
5,51,GRAND,CO,"COLORADO RIVER BL SHADOW MOUNTAIN RESERVOIR, CO.",COLSHACO,09015000,USGS,Historic,1947,2023,428720,4450868,User supplied,https://dwr.state.co.us/Tools/Stations/COLSHACO,"(40.205196, -105.837572)"
1,7,JEFFERSON,CO,COORS IND DITCH,CRSINDCO,,DWR,Active,2015,2023,481278,4400931,GPS,https://dwr.state.co.us/Tools/Stations/CRSINDCO,"(39.758097, -105.218571)"
2,19,LAS ANIMAS,CO,"LONG CANYON CREEK NEAR MADRID, CO.",LONMADCO,07124300,USGS,Historic,1972,1989,535069.1,4107674.2,User supplied,https://dwr.state.co.us/Tools/Stations/LONMADCO,"(37.114747, -104.605277)"
5,51,GRAND,CO,"ELK CREEK NEAR FRASER, CO.",ELKFRACO,09025400,USGS,Historic,1970,1996,429422.7,4419110.4,User supplied,https://dwr.state.co.us/Tools/Stations/ELKFRACO,"(39.919155, -105.825851)"
2,67,PROWERS,CO,FORT BENT DITCH AUG STATION,FTBAUGCO,,DWR,Active,2006,2023,697251.1,4217782,User supplied,https://dwr.state.co.us/Tools/Stations/FTBAUGCO,"(38.086332, -102.750847)"
4,59,GUNNISON,CO,"TAYLOR RIVER AT TAYLOR PARK, CO.",TAYATPCO,09107000,USGS,Active,1929,2023,364066.8,4302437.1,User supplied,https://dwr.state.co.us/Tools/Stations/TAYATPCO,"(38.860276, -106.566706)"
5,38,PITKIN,CO,"FRYINGPAN RIVER NEAR THOMASVILLE, CO.",FRYTHOCO,09078600,DWR,Active,1975,2023,355765.1,4356427,User supplied,https://dwr.state.co.us/Tools/Stations/FRYTHOCO,"(39.345262, -106.673818)"
,99,,NE,"SOUTH PLATTE RIVER AT NORTH PLATTE, NEBR.",,06765500,USGS,Historic,1931,1994,854889.1,4560479.1,User supplied,https://dwr.state.co.us/Tools/Stations/2708,"(41.118054, -100.773201)"
7,78,HINSDALE,CO,"MIDDLE FORK PIEDRA RIVER NR PAGOSA SPRINGS, CO.",MIFPASCO,09347200,USGS,Historic,1969,1975,308732.7,4151060.6,User supplied,https://dwr.state.co.us/Tools/Stations/MIFPASCO,"(37.48668, -107.163388)"
